trial_id,Accuracy,FR_neuron2[AHL2],FR_neuron3[AHL2],FR_neuron4[AHL2],FR_neuron5[AHL2],FR_neuron6[AHL2],FR_neuron7[AHL2],FR_neuron8[AHL2],FR_neuron9[AHL2],FR_neuron10[AHL5],FR_neuron11[AHL5],FR_neuron12[AHL5],FR_neuron13[AHL5],FR_neuron14[AHL7],FR_neuron15[AHL7],FR_neuron16[AHL7],FR_neuron17[AHL8],FR_neuron18[AHL8],FR_neuron19[AHL8],FR_neuron20[AHL8],FR_neuron21[AHR2],FR_neuron22[AHR6],acc_bin
557,Incorrect,[0.0],[2.500000000000142],[0.0],[0.0],[15.000000000000853],[5.000000000000284],[2.500000000000142],[0.0],[8.750000000000497],[0.0],[0.0],[1.250000000000071],[1.250000000000071],[0.0],[0.0],[0.0],[2.500000000000142],[0.0],[0.0],[1.250000000000071],[1.250000000000071],0
565,Correct,[0.0],[3.750000000000213],[0.0],[0.0],[7.500000000000426],[1.250000000000071],[0.0],[2.500000000000142],[3.750000000000213],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7.500000000000426],[0.0],[0.0],[0.0],[0.0],1
577,Incorrect,[0.0],[2.500000000000142],[0.0],[0.0],[0.0],[1.250000000000071],[1.250000000000071],[0.0],[1.250000000000071],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],0
593,Incorrect,[0.0],[5.000000000000284],[1.250000000000071],[0.0],[0.0],[0.0],[1.250000000000071],[1.250000000000071],[6.250000000000355],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[2.500000000000142],[0.0],0
613,Correct,[1.250000000000071],[1.250000000000071],[6.250000000000355],[0.0],[6.250000000000355],[0.0],[0.0],[1.250000000000071],[6.250000000000355],[1.250000000000071],[0.0],[0.0],[1.250000000000071],[0.0],[0.0],[0.0],[11.25000000000064],[0.0],[2.500000000000142],[0.0],[1.250000000000071],1
629,Correct,[0.0],[1.250000000000071],[2.500000000000142],[0.0],[0.0],[1.250000000000071],[0.0],[0.0],[2.500000000000142],[0.0],[0.0],[0.0],[0.0],[0.0],[1.250000000000071],[0.0],[1.250000000000071],[0.0],[0.0],[2.500000000000142],[1.250000000000071],1
653,Correct,[0.0],[3.750000000000213],[0.0],[0.0],[1.250000000000071],[1.250000000000071],[0.0],[0.0],[1.250000000000071],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],1
661,Correct,[0.0],[6.250000000000355],[2.500000000000142],[0.0],[6.250000000000355],[0.0],[2.500000000000142],[1.250000000000071],[3.750000000000213],[0.0],[0.0],[1.250000000000071],[2.500000000000142],[0.0],[2.500000000000142],[0.0],[0.0],[0.0],[0.0],[3.750000000000213],[2.500000000000142],1
673,Incorrect,[0.0],[6.250000000000355],[2.500000000000142],[0.0],[1.250000000000071],[0.0],[1.250000000000071],[0.0],[1.250000000000071],[0.0],[0.0],[1.250000000000071],[0.0],[0.0],[0.0],[0.0],[2.500000000000142],[0.0],[0.0],[1.250000000000071],[0.0],0
689,Incorrect,[0.0],[5.000000000000284],[0.0],[1.250000000000071],[16.250000000000924],[1.250000000000071],[2.500000000000142],[1.250000000000071],[3.750000000000213],[0.0],[0.0],[2.500000000000142],[0.0],[0.0],[0.0],[0.0],[8.750000000000497],[2.500000000000142],[0.0],[2.500000000000142],[1.250000000000071],0
705,Correct,[0.0],[0.0],[1.250000000000071],[3.750000000000213],[8.750000000000497],[0.0],[0.0],[3.750000000000213],[3.750000000000213],[0.0],[0.0],[2.500000000000142],[2.500000000000142],[0.0],[2.500000000000142],[0.0],[5.000000000000284],[0.0],[0.0],[0.0],[0.0],1
721,Correct,[0.0],[1.250000000000071],[0.0],[0.0],[5.000000000000284],[2.500000000000142],[0.0],[3.750000000000213],[7.500000000000426],[1.250000000000071],[0.0],[2.500000000000142],[2.500000000000142],[0.0],[3.750000000000213],[0.0],[2.500000000000142],[0.0],[1.250000000000071],[0.0],[1.250000000000071],1
745,Incorrect,[0.0],[5.000000000000284],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.250000000000071],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.250000000000071],[0.0],0
753,Correct,[1.250000000000071],[5.000000000000284],[1.250000000000071],[1.250000000000071],[11.25000000000064],[0.0],[2.500000000000142],[0.0],[1.250000000000071],[1.250000000000071],[0.0],[0.0],[1.250000000000071],[0.0],[0.0],[1.250000000000071],[10.000000000000568],[2.500000000000142],[3.750000000000213],[0.0],[1.250000000000071],1
