trial_id,Accuracy,FR_neuron2[AHL2],FR_neuron3[AHL2],FR_neuron4[AHL2],FR_neuron5[AHL2],FR_neuron6[AHL2],FR_neuron7[AHL2],FR_neuron8[AHL2],FR_neuron9[AHL2],FR_neuron10[AHL5],FR_neuron11[AHL5],FR_neuron12[AHL5],FR_neuron13[AHL5],FR_neuron14[AHL7],FR_neuron15[AHL7],FR_neuron16[AHL7],FR_neuron17[AHL8],FR_neuron18[AHL8],FR_neuron19[AHL8],FR_neuron20[AHL8],FR_neuron21[AHR2],FR_neuron22[AHR6],acc_bin
10,Correct,[0.0],[5.555555555555564],[0.0],[0.0],[1.111111111111113],[1.111111111111113],[0.0],[0.0],[2.222222222222226],[0.0],[0.0],[0.0],[3.333333333333339],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[3.333333333333339],[1.111111111111113],1
26,Correct,[0.0],[3.333333333333339],[3.333333333333339],[0.0],[5.555555555555564],[1.111111111111113],[0.0],[1.111111111111113],[4.444444444444452],[0.0],[0.0],[1.111111111111113],[3.333333333333339],[0.0],[1.111111111111113],[0.0],[5.555555555555564],[1.111111111111113],[1.111111111111113],[1.111111111111113],[0.0],1
46,Correct,[1.1111111111111216],[1.1111111111111216],[0.0],[0.0],[1.1111111111111216],[0.0],[2.222222222222243],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.1111111111111216],[0.0],[1.1111111111111216],[3.333333333333365],[2.222222222222243],[0.0],[0.0],[1.1111111111111216],1
62,Incorrect,[1.1111111111111216],[4.444444444444486],[2.222222222222243],[0.0],[5.555555555555608],[1.1111111111111216],[1.1111111111111216],[0.0],[12.222222222222339],[0.0],[0.0],[1.1111111111111216],[1.1111111111111216],[0.0],[2.222222222222243],[0.0],[3.333333333333365],[0.0],[0.0],[2.222222222222243],[0.0],0
86,Incorrect,[0.0],[4.444444444444416],[4.444444444444416],[0.0],[6.666666666666624],[2.222222222222208],[1.111111111111104],[0.0],[4.444444444444416],[1.111111111111104],[0.0],[1.111111111111104],[6.666666666666624],[0.0],[3.333333333333312],[0.0],[7.777777777777729],[1.111111111111104],[1.111111111111104],[0.0],[1.111111111111104],0
94,Correct,[0.0],[4.444444444444416],[1.111111111111104],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],1
106,Correct,[1.111111111111104],[1.111111111111104],[1.111111111111104],[2.222222222222208],[4.444444444444416],[2.222222222222208],[1.111111111111104],[1.111111111111104],[6.666666666666624],[3.333333333333312],[1.111111111111104],[0.0],[3.333333333333312],[1.111111111111104],[0.0],[0.0],[6.666666666666624],[1.111111111111104],[1.111111111111104],[0.0],[0.0],1
118,Incorrect,[0.0],[2.222222222222208],[4.444444444444416],[1.111111111111104],[5.555555555555521],[4.444444444444416],[0.0],[0.0],[7.777777777777729],[0.0],[0.0],[0.0],[3.333333333333312],[0.0],[1.111111111111104],[0.0],[7.777777777777729],[0.0],[0.0],[1.111111111111104],[0.0],0
138,Correct,[0.0],[4.444444444444416],[4.444444444444416],[0.0],[0.0],[0.0],[1.111111111111104],[1.111111111111104],[4.444444444444416],[0.0],[0.0],[0.0],[1.111111111111104],[0.0],[0.0],[0.0],[1.111111111111104],[0.0],[0.0],[1.111111111111104],[0.0],1
154,Correct,[0.0],[8.888888888888552],[4.444444444444276],[0.0],[3.333333333333207],[1.111111111111069],[2.222222222222138],[1.111111111111069],[2.222222222222138],[1.111111111111069],[0.0],[0.0],[1.111111111111069],[0.0],[2.222222222222138],[1.111111111111069],[7.777777777777483],[1.111111111111069],[0.0],[0.0],[1.111111111111069],1
178,Correct,[0.0],[4.444444444444276],[1.111111111111069],[0.0],[6.666666666666414],[1.111111111111069],[0.0],[1.111111111111069],[3.333333333333207],[0.0],[0.0],[0.0],[1.111111111111069],[0.0],[0.0],[0.0],[13.333333333332828],[1.111111111111069],[2.222222222222138],[1.111111111111069],[0.0],1
186,Correct,[5.555555555555345],[2.222222222222138],[2.222222222222138],[0.0],[5.555555555555345],[1.111111111111069],[1.111111111111069],[0.0],[5.555555555555345],[1.111111111111069],[1.111111111111069],[0.0],[0.0],[2.222222222222138],[0.0],[5.555555555555345],[7.777777777777483],[0.0],[0.0],[0.0],[1.111111111111069],1
198,Incorrect,[0.0],[2.222222222222138],[6.666666666666414],[0.0],[2.222222222222138],[1.111111111111069],[1.111111111111069],[0.0],[3.333333333333207],[0.0],[1.111111111111069],[0.0],[1.111111111111069],[0.0],[1.111111111111069],[2.222222222222138],[5.555555555555345],[2.222222222222138],[0.0],[0.0],[0.0],0
214,Incorrect,[1.111111111111069],[1.111111111111069],[2.222222222222138],[1.111111111111069],[2.222222222222138],[0.0],[1.111111111111069],[1.111111111111069],[4.444444444444276],[1.111111111111069],[0.0],[0.0],[0.0],[3.333333333333207],[0.0],[1.111111111111069],[6.666666666666414],[2.222222222222138],[0.0],[0.0],[0.0],0
234,Correct,[0.0],[0.0],[3.333333333333207],[0.0],[3.333333333333207],[0.0],[1.111111111111069],[0.0],[1.111111111111069],[0.0],[1.111111111111069],[0.0],[0.0],[0.0],[0.0],[0.0],[7.777777777777483],[0.0],[1.111111111111069],[0.0],[0.0],1
