trial_id,Accuracy,FR_neuron2[AHL2],FR_neuron3[AHL2],FR_neuron4[AHL2],FR_neuron5[AHL2],FR_neuron6[AHL2],FR_neuron7[AHL2],FR_neuron8[AHL2],FR_neuron9[AHL2],FR_neuron10[AHL5],FR_neuron11[AHL5],FR_neuron12[AHL5],FR_neuron13[AHL5],FR_neuron14[AHL7],FR_neuron15[AHL7],FR_neuron16[AHL7],FR_neuron17[AHL8],FR_neuron18[AHL8],FR_neuron19[AHL8],FR_neuron20[AHL8],FR_neuron21[AHR2],FR_neuron22[AHR6],acc_bin
250,Correct,[0.0],[4.444444444444276],[2.222222222222138],[0.0],[3.333333333333207],[0.0],[3.333333333333207],[1.111111111111069],[2.222222222222138],[0.0],[1.111111111111069],[2.222222222222138],[1.111111111111069],[1.111111111111069],[0.0],[0.0],[3.333333333333207],[1.111111111111069],[3.333333333333207],[0.0],[1.111111111111069],1
274,Correct,[0.0],[1.111111111111069],[3.333333333333207],[2.222222222222138],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[3.333333333333207],[0.0],[0.0],[0.0],[7.777777777777483],[2.222222222222138],[1.111111111111069],[0.0],[0.0],1
282,Correct,[0.0],[3.333333333333207],[4.444444444444276],[0.0],[7.777777777777483],[3.333333333333207],[2.222222222222138],[1.111111111111069],[5.555555555555345],[0.0],[0.0],[0.0],[4.444444444444276],[0.0],[0.0],[0.0],[13.333333333332828],[5.555555555555345],[1.111111111111069],[3.333333333333207],[0.0],1
294,Incorrect,[0.0],[1.111111111111069],[2.222222222222138],[0.0],[2.222222222222138],[0.0],[3.333333333333207],[0.0],[2.222222222222138],[0.0],[2.222222222222138],[1.111111111111069],[1.111111111111069],[0.0],[0.0],[0.0],[5.555555555555345],[1.111111111111069],[1.111111111111069],[0.0],[0.0],0
310,Incorrect,[0.0],[5.555555555555696],[1.1111111111111391],[0.0],[1.1111111111111391],[1.1111111111111391],[0.0],[0.0],[3.3333333333334174],[0.0],[0.0],[1.1111111111111391],[2.2222222222222783],[0.0],[0.0],[0.0],[1.1111111111111391],[0.0],[0.0],[0.0],[1.1111111111111391],0
330,Incorrect,[0.0],[3.3333333333334174],[0.0],[0.0],[1.1111111111111391],[3.3333333333334174],[0.0],[1.1111111111111391],[2.2222222222222783],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[2.2222222222222783],[1.1111111111111391],[0.0],[2.2222222222222783],[0.0],0
346,Correct,[1.1111111111111391],[2.2222222222222783],[2.2222222222222783],[0.0],[8.888888888889113],[1.1111111111111391],[1.1111111111111391],[1.1111111111111391],[2.2222222222222783],[0.0],[1.1111111111111391],[1.1111111111111391],[0.0],[1.1111111111111391],[1.1111111111111391],[2.2222222222222783],[2.2222222222222783],[0.0],[0.0],[0.0],[0.0],1
370,Incorrect,[0.0],[0.0],[0.0],[0.0],[2.2222222222222783],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.1111111111111391],[2.2222222222222783],[0.0],[1.1111111111111391],[0.0],[2.2222222222222783],[1.1111111111111391],[0.0],[0.0],[2.2222222222222783],0
378,Correct,[0.0],[0.0],[1.1111111111111391],[1.1111111111111391],[0.0],[0.0],[0.0],[0.0],[1.1111111111111391],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.1111111111111391],[1.1111111111111391],[0.0],[0.0],[2.2222222222222783],1
390,Incorrect,[1.1111111111111391],[1.1111111111111391],[3.3333333333334174],[0.0],[2.2222222222222783],[0.0],[0.0],[1.1111111111111391],[3.3333333333334174],[0.0],[1.1111111111111391],[1.1111111111111391],[0.0],[1.1111111111111391],[0.0],[3.3333333333334174],[5.555555555555696],[0.0],[1.1111111111111391],[0.0],[0.0],0
406,Correct,[0.0],[1.1111111111111391],[2.2222222222222783],[0.0],[11.111111111111391],[0.0],[1.1111111111111391],[0.0],[3.3333333333334174],[0.0],[0.0],[0.0],[11.111111111111391],[0.0],[1.1111111111111391],[0.0],[4.4444444444445566],[1.1111111111111391],[0.0],[0.0],[0.0],1
426,Correct,[0.0],[2.2222222222222783],[0.0],[0.0],[8.888888888889113],[1.1111111111111391],[3.3333333333334174],[1.1111111111111391],[6.666666666666835],[0.0],[0.0],[0.0],[11.111111111111391],[0.0],[1.1111111111111391],[0.0],[15.555555555555948],[1.1111111111111391],[1.1111111111111391],[0.0],[1.1111111111111391],1
438,Correct,[0.0],[3.3333333333334174],[3.3333333333334174],[0.0],[6.666666666666835],[0.0],[1.1111111111111391],[1.1111111111111391],[2.2222222222222783],[0.0],[1.1111111111111391],[0.0],[0.0],[0.0],[0.0],[1.1111111111111391],[5.555555555555696],[1.1111111111111391],[1.1111111111111391],[0.0],[1.1111111111111391],1
462,Incorrect,[0.0],[2.2222222222222783],[2.2222222222222783],[0.0],[6.666666666666835],[1.1111111111111391],[4.4444444444445566],[0.0],[4.4444444444445566],[0.0],[0.0],[1.1111111111111391],[3.3333333333334174],[0.0],[2.2222222222222783],[0.0],[3.3333333333334174],[0.0],[0.0],[0.0],[1.1111111111111391],0
470,Correct,[8.888888888889113],[1.1111111111111391],[4.4444444444445566],[0.0],[6.666666666666835],[1.1111111111111391],[3.3333333333334174],[0.0],[8.888888888889113],[3.3333333333334174],[2.2222222222222783],[1.1111111111111391],[0.0],[2.2222222222222783],[0.0],[5.555555555555696],[7.777777777777974],[0.0],[1.1111111111111391],[0.0],[0.0],1
482,Correct,[0.0],[1.1111111111112795],[4.444444444445118],[0.0],[13.333333333335354],[0.0],[3.3333333333338384],[0.0],[7.777777777778957],[1.1111111111112795],[0.0],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[0.0],1
498,Incorrect,[0.0],[2.222222222222559],[0.0],[0.0],[1.1111111111112795],[0.0],[0.0],[0.0],[3.3333333333338384],[1.1111111111112795],[0.0],[0.0],[3.3333333333338384],[0.0],[0.0],[0.0],[12.222222222224074],[1.1111111111112795],[0.0],[1.1111111111112795],[0.0],0
518,Correct,[0.0],[1.1111111111112795],[2.222222222222559],[0.0],[4.444444444445118],[1.1111111111112795],[0.0],[0.0],[2.222222222222559],[0.0],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],[3.3333333333338384],[0.0],[0.0],[0.0],[0.0],1
534,Correct,[0.0],[5.555555555556397],[3.3333333333338384],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],[0.0],[0.0],[0.0],[0.0],[0.0],[4.444444444445118],[1.1111111111112795],[0.0],[0.0],[1.1111111111112795],1
558,Incorrect,[0.0],[4.444444444445118],[2.222222222222559],[0.0],[6.666666666667677],[1.1111111111112795],[4.444444444445118],[0.0],[3.3333333333338384],[0.0],[0.0],[1.1111111111112795],[1.1111111111112795],[0.0],[0.0],[0.0],[3.3333333333338384],[0.0],[0.0],[1.1111111111112795],[1.1111111111112795],0
566,Correct,[0.0],[2.222222222222559],[1.1111111111112795],[0.0],[1.1111111111112795],[0.0],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.1111111111112795],[0.0],[0.0],[2.222222222222559],[2.222222222222559],1
578,Incorrect,[0.0],[6.666666666667677],[0.0],[0.0],[2.222222222222559],[0.0],[0.0],[0.0],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],[0.0],[0.0],[0.0],[0.0],[0.0],[2.222222222222559],[1.1111111111112795],[0.0],[0.0],[0.0],0
594,Incorrect,[0.0],[4.444444444445118],[0.0],[0.0],[20.00000000000303],[0.0],[1.1111111111112795],[0.0],[7.777777777778957],[1.1111111111112795],[0.0],[1.1111111111112795],[5.555555555556397],[0.0],[1.1111111111112795],[0.0],[6.666666666667677],[0.0],[0.0],[0.0],[2.222222222222559],0
614,Correct,[0.0],[2.222222222222559],[2.222222222222559],[0.0],[8.888888888890236],[0.0],[0.0],[0.0],[1.1111111111112795],[0.0],[0.0],[2.222222222222559],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[3.3333333333338384],[0.0],[0.0],[0.0],[2.222222222222559],1
630,Correct,[1.1111111111112795],[4.444444444445118],[0.0],[0.0],[2.222222222222559],[5.555555555556397],[0.0],[0.0],[1.1111111111112795],[2.222222222222559],[0.0],[0.0],[1.1111111111112795],[1.1111111111112795],[0.0],[2.222222222222559],[10.000000000001515],[0.0],[0.0],[1.1111111111112795],[1.1111111111112795],1
654,Correct,[0.0],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[1.1111111111112795],[0.0],[1.1111111111112795],[0.0],[1.1111111111112795],[0.0],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[10.000000000001515],[0.0],[1.1111111111112795],[2.222222222222559],[1.1111111111112795],1
662,Correct,[1.1111111111112795],[3.3333333333338384],[2.222222222222559],[0.0],[7.777777777778957],[5.555555555556397],[2.222222222222559],[1.1111111111112795],[4.444444444445118],[0.0],[0.0],[2.222222222222559],[4.444444444445118],[1.1111111111112795],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],1
674,Incorrect,[0.0],[5.555555555556397],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[5.555555555556397],[1.1111111111112795],[1.1111111111112795],[1.1111111111112795],[0.0],[1.1111111111112795],[0.0],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[1.1111111111112795],[0.0],[1.1111111111112795],0
690,Incorrect,[0.0],[2.222222222222559],[0.0],[0.0],[10.000000000001515],[2.222222222222559],[4.444444444445118],[1.1111111111112795],[5.555555555556397],[1.1111111111112795],[0.0],[1.1111111111112795],[2.222222222222559],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.1111111111112795],0
706,Correct,[0.0],[1.1111111111112795],[1.1111111111112795],[0.0],[11.111111111112795],[0.0],[3.3333333333338384],[0.0],[4.444444444445118],[1.1111111111112795],[0.0],[2.222222222222559],[2.222222222222559],[0.0],[4.444444444445118],[0.0],[3.3333333333338384],[1.1111111111112795],[3.3333333333338384],[0.0],[1.1111111111112795],1
722,Correct,[0.0],[2.222222222222559],[0.0],[0.0],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[2.222222222222559],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[3.3333333333338384],[0.0],[0.0],[0.0],[0.0],1
746,Incorrect,[0.0],[3.3333333333338384],[2.222222222222559],[0.0],[1.1111111111112795],[0.0],[2.222222222222559],[0.0],[3.3333333333338384],[1.1111111111112795],[1.1111111111112795],[0.0],[0.0],[0.0],[0.0],[0.0],[6.666666666667677],[0.0],[0.0],[1.1111111111112795],[0.0],0
754,Correct,[0.0],[2.222222222222559],[1.1111111111112795],[0.0],[2.222222222222559],[0.0],[0.0],[3.3333333333338384],[2.222222222222559],[0.0],[0.0],[1.1111111111112795],[1.1111111111112795],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],1
