trial_id,Accuracy,FR_neuron2[AHL2],FR_neuron3[AHL2],FR_neuron4[AHL2],FR_neuron5[AHL2],FR_neuron6[AHL2],FR_neuron7[AHL2],FR_neuron8[AHL2],FR_neuron9[AHL2],FR_neuron10[AHL5],FR_neuron11[AHL5],FR_neuron12[AHL5],FR_neuron13[AHL5],FR_neuron14[AHL7],FR_neuron15[AHL7],FR_neuron16[AHL7],FR_neuron17[AHL8],FR_neuron18[AHL8],FR_neuron19[AHL8],FR_neuron20[AHL8],FR_neuron21[AHR2],FR_neuron22[AHR6],acc_bin
11,Correct,[0.0],[2.6148085163838006],[1.4262591907548003],[0.0],[1.6639690558806002],[0.23770986512580003],[0.23770986512580003],[0.23770986512580003],[0.47541973025160006],[0.23770986512580003],[0.0],[0.0],[0.23770986512580003],[0.0],[0.0],[0.0],[1.4262591907548003],[0.0],[0.0],[0.0],[0.0],1
27,Correct,[0.0],[1.6192470177518021],[0.4626420050719435],[0.0],[0.6939630076079152],[0.0],[0.0],[0.23132100253597174],[1.1566050126798586],[0.4626420050719435],[0.4626420050719435],[0.23132100253597174],[0.0],[0.0],[0.0],[0.23132100253597174],[1.850568020287774],[0.0],[0.0],[0.23132100253597174],[0.4626420050719435],1
47,Correct,[0.0],[3.3397243512965],[1.2144452186532726],[0.0],[0.9108339139899545],[1.821667827979909],[0.30361130466331815],[0.6072226093266363],[0.9108339139899545],[0.0],[0.0],[0.0],[0.6072226093266363],[0.0],[0.0],[0.0],[0.30361130466331815],[0.30361130466331815],[0.30361130466331815],[0.0],[1.5180565233165908],1
63,Incorrect,[0.26258152828226167],[1.57548916969357],[2.363233754540355],[0.0],[2.6258152828226167],[1.57548916969357],[0.5251630565645233],[0.26258152828226167],[1.57548916969357],[0.26258152828226167],[0.0],[0.0],[1.3129076414113083],[0.0],[0.0],[0.0],[1.8380706979758317],[0.0],[0.26258152828226167],[0.0],[0.26258152828226167],0
87,Incorrect,[0.0],[0.9062682952912082],[0.9062682952912082],[0.0],[3.3229837494010965],[2.7188048858736247],[1.5104471588186803],[1.5104471588186803],[1.8125365905824165],[0.6041788635274721],[0.0],[0.30208943176373604],[1.8125365905824165],[0.0],[0.30208943176373604],[0.0],[3.927162612928569],[1.5104471588186803],[0.0],[0.0],[0.9062682952912082],0
95,Correct,[0.0],[0.8694475773538777],[0.17388951547077555],[0.0],[0.17388951547077555],[0.17388951547077555],[0.0],[0.0],[0.17388951547077555],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.3477790309415511],[0.0],[0.3477790309415511],[0.0],[0.0],1
107,Correct,[0.0],[1.663981317768605],[0.23771161682408642],[0.0],[1.9016929345926914],[0.7131348504722593],[1.1885580841204322],[0.23771161682408642],[2.614827785064951],[0.23771161682408642],[0.0],[0.23771161682408642],[1.663981317768605],[0.0],[0.23771161682408642],[0.0],[1.1885580841204322],[0.23771161682408642],[0.23771161682408642],[2.3771161682408644],[0.0],1
119,Incorrect,[2.0818736122288235],[1.8505543219811766],[1.6192350317335296],[0.0],[1.3879157414858825],[0.23131929024764708],[1.8505543219811766],[0.6939578707429412],[1.3879157414858825],[0.6939578707429412],[0.23131929024764708],[0.0],[0.0],[0.46263858049529416],[0.0],[0.9252771609905883],[1.6192350317335296],[0.23131929024764708],[0.23131929024764708],[0.46263858049529416],[0.23131929024764708],0
139,Correct,[0.0],[1.8216678279799168],[0.3036113046633195],[0.0],[0.0],[0.3036113046633195],[0.0],[0.3036113046633195],[0.9108339139899584],[0.0],[0.0],[0.3036113046633195],[0.607222609326639],[0.0],[0.607222609326639],[0.0],[1.214445218653278],[0.0],[0.0],[0.0],[0.3036113046633195],1
155,Correct,[0.0],[2.8883725412400385],[1.3128966096545631],[0.0],[0.2625793219309126],[0.7877379657927378],[1.8380552535163883],[0.2625793219309126],[1.3128966096545631],[0.0],[0.5251586438618252],[0.2625793219309126],[1.3128966096545631],[0.0],[0.2625793219309126],[0.5251586438618252],[2.100634575447301],[0.0],[0.2625793219309126],[0.0],[0.0],1
179,Correct,[0.0],[2.416692092281376],[0.604173023070344],[0.0],[0.0],[0.9062595346055161],[0.302086511535172],[0.302086511535172],[0.604173023070344],[0.0],[0.0],[0.302086511535172],[0.604173023070344],[0.0],[0.0],[0.0],[0.0],[0.0],[0.302086511535172],[0.604173023070344],[0.604173023070344],1
187,Correct,[0.26747257937984603],[0.6686814484496151],[0.26747257937984603],[0.0],[0.26747257937984603],[0.6686814484496151],[0.40120886906976905],[0.13373628968992302],[0.40120886906976905],[0.0],[0.13373628968992302],[0.13373628968992302],[0.13373628968992302],[0.13373628968992302],[0.13373628968992302],[0.26747257937984603],[0.5349451587596921],[0.0],[0.13373628968992302],[0.13373628968992302],[0.5349451587596921],1
199,Incorrect,[0.47541961723967047],[2.1393882775785174],[0.9508392344793409],[0.0],[0.47541961723967047],[0.23770980861983523],[0.47541961723967047],[0.23770980861983523],[0.47541961723967047],[0.23770980861983523],[0.23770980861983523],[0.47541961723967047],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.23770980861983523],[0.0],[0.0],0
215,Incorrect,[1.161061795656378],[1.6254865139189292],[0.6966370773938267],[0.23221235913127558],[2.08991123218148],[0.23221235913127558],[0.23221235913127558],[0.0],[0.6966370773938267],[0.6966370773938267],[0.6966370773938267],[0.9288494365251023],[0.23221235913127558],[0.23221235913127558],[0.46442471826255116],[0.6966370773938267],[2.786548309575307],[0.0],[0.0],[0.0],[0.23221235913127558],0
235,Correct,[0.0],[1.8216678279799168],[0.9108339139899584],[0.0],[0.607222609326639],[0.3036113046633195],[0.0],[0.0],[0.9108339139899584],[0.0],[0.0],[0.607222609326639],[0.9108339139899584],[0.0],[0.0],[0.3036113046633195],[2.1252791326432363],[0.3036113046633195],[0.0],[0.0],[0.9108339139899584],1
251,Correct,[0.0],[2.8883968111049],[0.2625815282822636],[0.2625815282822636],[0.5251630565645272],[0.0],[0.0],[0.2625815282822636],[1.0503261131290544],[0.0],[0.0],[0.2625815282822636],[1.0503261131290544],[0.0],[0.0],[0.2625815282822636],[2.100652226258109],[0.0],[0.2625815282822636],[0.2625815282822636],[0.2625815282822636],1
275,Correct,[0.0],[1.8125360430344502],[0.9062680215172251],[0.0],[1.5104467025287083],[0.30208934050574165],[0.6041786810114833],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.6041786810114833],[0.30208934050574165],[0.30208934050574165],[0.6041786810114833],[0.0],[0.0],[0.0],[0.0],1
283,Correct,[0.13026618984030575],[1.1723957085627517],[0.6513309492015287],[0.2605323796806115],[0.7815971390418345],[0.0],[0.6513309492015287],[0.13026618984030575],[0.6513309492015287],[0.13026618984030575],[0.0],[0.0],[0.521064759361223],[0.13026618984030575],[0.39079856952091724],[0.0],[0.9118633288821402],[0.0],[0.13026618984030575],[0.0],[0.0],1
295,Incorrect,[0.23770980861983204],[2.8525177034379845],[0.7131294258594961],[0.4754196172396641],[1.9016784689586563],[0.4754196172396641],[0.23770980861983204],[0.23770980861983204],[1.6639686603388242],[0.0],[0.4754196172396641],[0.7131294258594961],[0.0],[0.23770980861983204],[0.0],[0.4754196172396641],[1.9016784689586563],[0.23770980861983204],[0.4754196172396641],[0.23770980861983204],[0.0],0
311,Incorrect,[0.0],[1.3879160625376767],[0.4626386875125589],[0.0],[0.0],[0.23131934375627944],[0.23131934375627944],[0.0],[0.4626386875125589],[0.0],[0.0],[0.0],[0.4626386875125589],[0.0],[0.0],[0.0],[1.3879160625376767],[0.0],[0.23131934375627944],[0.9252773750251178],[0.4626386875125589],0
331,Incorrect,[0.3036113046633195],[2.7325017419698754],[0.3036113046633195],[0.0],[4.857780874613112],[0.9108339139899584],[1.8216678279799168],[0.607222609326639],[1.5180565233165975],[0.3036113046633195],[0.0],[0.3036113046633195],[1.5180565233165975],[0.0],[0.9108339139899584],[0.0],[2.1252791326432363],[0.0],[0.607222609326639],[0.3036113046633195],[1.214445218653278],0
347,Correct,[1.0503261131290702],[2.1006522262581404],[0.5251630565645351],[0.0],[5.514212093927618],[0.5251630565645351],[1.0503261131290702],[0.26258152828226755],[1.3129076414113376],[0.5251630565645351],[0.0],[0.26258152828226755],[0.26258152828226755],[0.7877445848468025],[0.5251630565645351],[1.0503261131290702],[0.7877445848468025],[0.26258152828226755],[0.26258152828226755],[0.5251630565645351],[0.0],1
371,Incorrect,[0.0],[2.4166913622315565],[1.8125185216736674],[0.0],[4.531296304184169],[0.30208642027894456],[1.2083456811157782],[0.30208642027894456],[1.2083456811157782],[0.30208642027894456],[0.30208642027894456],[0.30208642027894456],[3.3229506230683903],[0.30208642027894456],[0.9062592608368337],[0.0],[3.3229506230683903],[1.8125185216736674],[0.6041728405578891],[0.0],[0.30208642027894456],0
379,Correct,[0.0],[0.44937466369923806],[0.1348123991097714],[0.0],[0.3594997309593904],[0.0449374663699238],[0.0449374663699238],[0.0449374663699238],[0.2696247982195428],[0.0],[0.0],[0.0449374663699238],[0.1797498654796952],[0.0],[0.0449374663699238],[0.0],[0.44937466369923806],[0.0898749327398476],[0.0],[0.0],[0.0],1
391,Incorrect,[0.4754196172396641],[2.37709808619832],[0.23770980861983204],[0.0],[0.9508392344793282],[0.4754196172396641],[0.4754196172396641],[0.0],[0.7131294258594961],[0.23770980861983204],[0.23770980861983204],[0.0],[0.0],[0.23770980861983204],[0.4754196172396641],[0.23770980861983204],[0.4754196172396641],[0.0],[0.0],[1.4262588517189922],[0.7131294258594961],0
407,Correct,[0.0],[1.8505547500501869],[0.23131934375627336],[0.0],[0.69395803126882],[0.4626386875125467],[0.23131934375627336],[0.0],[0.9252773750250934],[0.0],[0.0],[0.23131934375627336],[0.0],[0.0],[0.23131934375627336],[0.0],[0.69395803126882],[0.0],[0.0],[0.0],[0.0],1
